dt,val
2018-01-01,0.7538077001404192
2018-01-02,0.9634190377076596
2018-01-03,0.5118191548250144
2018-01-04,-0.4303583195463292
2018-01-05,-0.9684635254237763
2018-01-06,-0.6960782331238659
2018-01-07,0.02304581029945987
2018-01-08,0.7185784207377028
2018-01-09,0.9405852695871474
2018-01-10,0.4116006406125605
2018-01-11,-0.3726796492455831
2018-01-12,-0.9569372208289553
2018-01-13,-0.7617929099383264
2018-01-14,0.005534135797255496
2018-01-15,0.7540394257303246
2018-01-16,1.0642735690219776
2018-01-17,0.458776263029019
2018-01-18,-0.5322145969490395
2018-01-19,-0.9398601171036393
2018-01-20,-0.805471052854427
2018-01-21,-0.053391185299342996
2018-01-22,0.7709327367351124
2018-01-23,0.9236276897664618
2018-01-24,0.3974391776530019
2018-01-25,-0.4651357025100202
2018-01-26,-1.0592625777189448
2018-01-27,-0.7399421302433041
2018-01-28,0.007668655891824782
2018-01-29,0.7249246356174317
2018-01-30,1.037618658235321
2018-01-31,0.4552069501913998
